Request Per Sec,Response Time
0,0
0.0583,49.4286
0.025,21.6667
0.0333,38.5
0,0
0.0167,24
0.0083,21
0.025,33.3333
0.0167,60.5
0.0333,52
0.0333,66.5
0.0167,51.5
0,0
0.0167,54.5
0.0667,42
0.0333,131.75
0.0417,47.8
0,0
0.0583,53.7143
0.025,64.3333
0.0167,62.5
0,0
0.025,30.3333
0.05,66.6667
0.0083,32
0.1,61
0.025,68.6667
0.0583,93
0.0083,56
0.0083,20
0.0083,34
0,0
0.05,85
0.0167,26
0.0083,54
0.0167,51
0.0083,63
0.0167,41.5
0.0083,29
0.0333,34.75
0.0167,66.5
0.025,34
0.0333,70.75
0.0083,118
0.0417,40.2
0.0417,62
0.0167,62
0.025,36
0.0167,37.5
0.0333,48.5
0.0083,50
0.0167,31.5
0.0667,41.5
0.0167,71.5
0,0
0.0167,20
0.0083,36
0.0083,53
0.0167,55
0,0
0.0417,54.6
0.0167,39.5
0.05,23.6667
0.0083,44
0.0167,21.5
0.0333,67.25
0.025,40
0.0167,65
0.0083,36
0.0083,29
0.0083,51
0.0083,29
0,0
0,0
0.0333,45.25
0.05,86.5
0.05,42.5
0,0
0.0083,24
0.0833,39.9
0.0167,66
0.0417,39.4
0.0167,79
0.025,49.3333
0,0
0.0667,46.375
0.0167,69.5
0.0167,61
0,0
0.0083,68
0.0583,49.1429
0.0083,58
0.025,76
0,0
0,0
0.0167,67
0.0333,71.25
0.0167,29
0.0167,36
0.0167,62.5
0.0333,27.5
0.0083,40
0,0
0.0417,38.2
0,0
0.0333,113
0.0167,24
0,0
0,0
0,0
0.0167,72.5
0.0167,36.5
0.0167,37
0.0333,45.25
0.0167,35.5
0,0
0.05,22.5
0.0083,24
0.025,35
0,0
0.0083,46
0.0417,52.4
0.0417,79.4
0.0667,111.125
0,0
0.0417,51.2
0,0
0.0167,68.5
0.0417,23.4
0.0167,25
0.0167,41.5
0.025,54
0.025,27
0.0083,28
0.0083,53
0.05,63.5
0,0
0.0167,55.5
0,0
0,0
0.0417,67
0.0333,39.75
0.0417,78.4
0.0083,23
0.0583,28.2857
0.0333,61.5
0.0083,42
0.0417,45
0.0167,37
0.0583,74.5714
0.0083,36
0.0167,27.5
0.0333,43.75
0,0
0.0167,75
0,0
0.025,37.6667
0,0
0.0417,80.2
0.0167,32
0.0833,61.6
0,0
0.05,76.1667
0.0333,34.5
0.025,34
0.075,45
0.0167,40
0.025,64
0.0333,42.25
0,0
0.0167,47
0,0
0.0083,60
0.0167,72.5
0.0333,28.5
0.025,38
0.0417,54.2
0.075,159.2222
0.025,107.6667
0,0
0.0333,49.5
0.0583,33.8571
0.0083,72
0.0083,23
0,0
0.0417,34.2
0,0
0.0333,59
0,0
0.0083,28
0.075,61.7778
0.0167,51
0.0583,48
0.0167,152.5
0.0417,38.2
0.0083,54
0.0333,47.5
0.0333,79.75
0.0083,33
0,0
0.075,86.8889
0.0917,48.2727
0.0167,54
0.0333,53
0.0083,35
0,0
0.025,36.6667
0,0
0.0583,77.8571
0.0583,44.8571
0.0083,61
0.05,45
0,0
0,0
0.0083,25
0.05,47.1667
0.025,38
0.05,59
0.0083,30
0,0
0,0
0,0
0.0167,57.5
0.05,55.1667
0.0417,43.4
0.0167,64
0,0
0.025,105
0.0083,55
0.0083,86
0.0167,67
0.0167,65
0,0
0.025,39.6667
0.0083,59
0.0167,46.5
0.025,64.6667
0.0083,37
0.0167,37
0.0083,20
0.0917,42.9091
0.0417,35.2
0,0
0,0
0,0
0,0
0.0167,39.5
0.0583,71.1429
0,0
0,0
0.05,40.1667
0,0
0.0417,43
0,0
0.0417,43.8
0.0333,47.25
0.05,28.6667
0.0083,57
0.0083,48
0.0167,188.5
0.0167,48
0.0083,41
0.0083,28
0.0333,70
0,0
0.0167,61
0.0167,78.5
0.0167,63.5
0,0
0.0083,26
0.0417,54.8
0,0
0.0667,42.25
0,0
0,0
0.0417,35.8
0.0167,33
0.0333,52.5
0.05,47.1667
0.025,69.6667
0,0
0.0083,30
0.0167,46.5
0,0
0.0417,61.8
0.0583,50.4286
0,0
0.025,80.6667
0.0667,60.25
0.0083,57
0.0167,65
0,0
0.0167,77
0.0583,37.2857
0,0
0.025,57
0.0083,58
0.025,68
0.0083,57
0.0083,34
0.0167,59
0,0
0.025,26.6667
0,0
0.0417,72.6
0.05,31
0.0083,60
0,0
0.0167,31
0,0
0.025,37
0.0167,28.5
0.0083,20
0,0
0,0
0,0
0.025,62
0.0083,65
0.0167,56
0.0083,73
0.0083,53
0.0083,114
0.025,64.3333
0.0167,63
0,0
0,0
0.025,40.3333
0.0083,65
0,0
0,0
0,0
0,0
0,0
0,0
0.0583,71.8571
0.0667,60.75
0.0167,38.5
0,0
0.025,57.6667
0,0
0,0
0.0167,38.5
0.0083,37
0.0167,39.5
0.0333,225.5
0.0083,40
0.125,42.4
0.0417,65
0,0
0.0083,27
0.0167,79.5
0,0
0.0333,68.75
0.075,80.1111
0.05,35.1667
0.025,30.6667
0.0083,57
0.0167,92
0,0
0,0
0.025,53.6667
0.0417,185
0.05,43.8333
0.0917,62.1818
0,0
0,0
0.0417,55.2
0.0083,38
0,0
0.0417,65.8
0,0
0,0
0.0083,74
-1,0
0.025,30.6667
0.05,34.5
0.025,62.3333
-1,0
0.0333,70
0,0
0.0333,71.75
0.0083,56
0.0333,61
0.0333,67.25
0.025,175
0.0083,60
0.1167,48.9286
0.0083,141
0.0083,30
0.025,64.6667
0.0583,42
0.0417,122
0.0167,37
0.0083,56
0.0083,75
0.0333,38
0,0
0.0167,43
0,0
0.0833,42.3
0,0
0.025,49
0.0167,61
0.0333,29.75
0.0167,81
0.0667,40.75
0.0083,63
0,0
0.0083,3827
0,0
0,0
0.025,57
0.0583,44.2857
0.0333,68.75
0,0
0.0167,43
0.0083,37
0.025,46
0.0583,66.5714
0.0083,25
0.025,28.3333
0.0417,40.6
0.0083,61
0.0333,69.25
0.075,36.5556
0,0
0.0083,45
0.0333,53.5
0.0083,29
0.0083,27
0.0583,28.5714
0.0417,60.4
0,0
0.0333,68
0.0083,24
0.075,74.5556
0.025,57.3333
0.0583,76.4286
0.15,61.7222
0,0
0,0
0.0417,59.6
0,0
0.025,30.3333
0.0333,87
0.025,20.6667
0.0417,70.2
0,0
0.0417,55.6
0.0167,51.5
0.0333,61.25
0,0
0.0667,38.75
0,0
0.0083,34
0.0167,74
0.0417,68
0.0083,100
0,0
0.0083,27
0.0083,52
0,0
0.0083,38
0.025,27.3333
0.0167,61
0.0333,161.25
0.025,62.3333
0.025,61
0.0417,83.6
0,0
0.025,40
0.0083,121
0.0167,60
0.0417,74.4
0.025,87.6667
0.0167,30
0.0333,64.5
0.0417,53.2
0.0417,82
0.025,27.3333
0.0333,33
0.0333,69.25
0.0583,43.4286
0.0167,71
0.025,38.6667
0.0167,51
0.025,42.3333
0.025,31.6667
0.0167,53
0.0083,46
0,0
0.0167,59
0.0417,59
0.0083,27
0.0083,81
0.025,78
0,0
0.05,53.8333
0.0417,40.6
0.025,103.3333
0,0
0.0667,104
0.0167,67
0.0417,32.2
0.0583,76
0.0167,62.5
0.0333,53.5
0.0083,49
0.025,51
0,0
0.0917,60.6364
0.025,53
0.0417,52.4
0.05,67.6667
0,0
0.0083,28
0.0417,54
0.0167,63.5
0.0167,69
0,0
0.0083,19
0.025,55.6667
0.0167,42.5
0,0
0.0083,34
0.0833,49.3
0.0083,26
0.0167,57.5
0.0417,89.8
0.0083,29
0.0917,42.3636
0.0333,47.5
0.025,27.3333
0.075,29.3333
0.0083,68
0,0
0.0083,41
0.0167,56.5
0.0167,71
0,0
0.025,31
0.05,64.3333
0.0083,28
0,0
0.0167,71
0.0333,30.75
0,0
0.0333,46.25
0.0333,30.5
0.0167,54.5
0.025,28
0.025,33.3333
0.0417,65.2
0.075,45.7778
0.0167,86
0.05,53.6667
0.0083,29
0.0083,28
0.025,33
0.0333,48.5
0.0417,47.4
0,0
0.025,50.3333
0.0417,59.4
0,0
0,0
0,0
0.0083,119
-1,0
0.0083,66
0.025,54.6667
0,0
0,0
0,0
0.0083,39
0.05,86.3333
0.0083,74
0,0
0.0167,26
0.0333,46.75
0,0
0.0083,78
0.0083,60
0,0
0.025,78.6667
0.025,89
0.05,30.8333
0.0167,30
0.025,25
0.0167,49
0.0333,100
0.0167,64
0.0167,27.5
0.0667,73.25
0.0167,70
0.0083,62
0,0
0.05,38.8333
0,0
0.0583,42
0,0
0,0
0.075,94
0.0167,73.5
0,0
0.05,39.1667
0,0
0.0167,63
0.0167,34
0.0083,53
-1,0
0.0083,73
0.0167,56.5
0.075,90.4444
0.0083,58
0.0083,23
0.0333,72.75
0.025,52.3333
0,0
0.0083,22
0.0083,44
0.0083,54
0.0083,36
-1,0
0,0
0.0167,63
0.0083,69
0,0
0.0583,42.1429
0.0167,81
0.025,30
0.0167,61
0,0
0,0
0.0417,28.6
0.025,31
0.0083,76
0.025,65
0.0083,66
0,0
0.0833,56.8
0.0083,62
0.0167,24
0,0
0.0083,41
0,0
0.0083,135
0.0333,68.25
0,0
0.0417,27.6
0,0
0.0333,36.5
0,0
0.025,55.6667
0.0167,45.5
0.0167,65
0,0
0.0167,41
0.0167,50.5
0.0333,58.25
0.075,76.5556
-1,0
0,0
0.05,36
0.0083,61
0.0167,65
0.0083,20
0.0417,38.6
0,0
0.0083,24
0.0083,68
0.05,44.6667
0.0417,24.2
0,0
0.0083,26
0.0083,34
0.0167,26.5
0.0083,41
0.0083,47
0.0083,39
0.0083,46
0.0333,24.5
0.0417,39.8
-1,0
0.0167,38
0.05,65.6667
0,0
0.0583,62.4286
0,0
0.025,123.3333
0,0
0.0083,132
0.0333,40.25
0.0667,65.625
-1,0
0.05,61.6667
0.0167,55
0.0083,62
0.1083,73.8462
0.0167,48
0.0083,50
0,0
0.0583,54.1429
0,0
0,0
0,0
0,0
0.0333,38.25
0,0
0.025,37
0.0083,39
0.0167,20.5
0,0
0.0167,45
0.0167,57
0.025,41
0.125,58.6
0.0083,41
0.025,26
0.0417,53.6
0.0083,46
0,0
0.0083,50
0.0167,69
0.0167,68.5
0.0167,70
0.0083,38
0,0
0.0333,39
0,0
0.025,29.6667
0.0667,70
0.0583,56.1429
0,0
0.0083,620
0.0083,21
0.0083,58
0.0167,80.5
0,0
0,0
0,0
0,0
0.0417,41.8
0.0167,49.5
0.0333,38.25
0.0167,65
0.025,33.3333
0.0083,36
0.0083,40
0.0167,50
0.0083,666
0.0083,49
0.0333,68.25
0.0667,43.5
0.0083,28
0.0083,89
0.0167,61
0.0167,52.5
0.0417,75.6
0.0833,48.1
0.0083,69
0.05,70.5
0,0
0.0083,76
0.0667,50
0.0083,54
0,0
0.0333,39.5
0.0083,50
0.025,49
0.025,28.6667
0.0167,30
0.0083,61
0,0
0,0
0.0167,105.5
0.0083,36
0.0583,68.2857
0.0083,87
0.0583,61.1429
0.0083,39
0.0333,45.5
0,0
0.0167,19.5
0.0167,25
0.025,51.6667
0.0333,64.5
0.0167,51.5
0.0083,37
0.0167,21.5
0.0833,46.8
0,0
0.0667,78
0.0333,46.25
0.1,45.4167
0.0083,60
0.0417,55.2
0.0167,63
0.0083,23
0.125,113.6667
0.0333,62.25
0.0083,56
0.0083,72
0.0083,67
0,0
0.025,29
0.0333,31.25
0.025,24
0.0083,75
0.0083,61
0,0
0.0333,62
0.0333,109.75
0.0083,55
0,0
0.025,55.6667
0.0083,39
0.0083,56
0.0083,77
0.0167,71
0,0
0.0083,70
0.0167,37.5
0.0333,39
0,0
0.1,84.25
0,0
0.05,24.5
0,0
0,0
0,0
0,0
0.0083,20
0.0417,37.4
0,0
0.0167,65
0.0583,63.1429
0.0917,30.0909
0.05,56.3333
0.0083,70
0,0
0.0167,25.5
0.0167,67.5
0.0167,73.5
0.0167,69.5
0.0083,58
0.0167,73
0.0333,63.75
0,0
0,0
0.025,83
0.0167,76
0,0
0.025,68
0.0167,58.5
0,0
0.0583,72.4286
0,0
0.1417,95
0,0
0,0
0.0417,73
0.0083,86
0.0083,56
0.0083,84
0.0583,47.2857
0.0083,35
0.025,63.6667
0.0417,38.8
0,0
0.0333,54.25
0.0417,73.2
0.0083,81
0,0
0.0167,121
0.0167,62
0.05,67
0.0083,60
0,0
0.0333,67
0.0167,61
0.0167,47
0.0333,55.5
0.0083,62
0.0167,34
0,0
0.0333,48
0.0417,29
0,0
0.0083,71
0.1167,56.8571
0.025,58.3333
0.0083,64
0,0
0.0167,63.5
0.0417,36.2
0,0
0.0167,54
0.0083,28
0.0417,73.2
0.0167,83.5
0.025,63.3333
0.025,96
0.0333,62.5
0.0333,28.25
0.0083,24
0.025,70.6667
0.0333,67
0.025,60
0.0083,28
0.0083,65
0,0
0.0167,66
0.0167,28.5
0.025,48
0.025,59.6667
0.0333,65.5
0.0083,23
0.0167,41.5
0,0
0,0
0.0583,99.5714
0.0083,27
0.0083,76
0,0
0.0333,69.25
0.0083,28
0.0167,73
0.0167,92
0.0583,39.1429
0.0167,27
0,0
0.0167,27
0.0083,88
0.025,64
0,0
0.05,65
0.0167,69
0.0333,38
0,0
0.025,38.6667
0.0667,89.125
0,0
0,0
0.0083,37
0.0083,55
0.025,29.6667
0,0
0,0
0.0083,24
0.0333,87.75
0,0
0,0
0,0
0.0083,53
0,0
0.0083,37
0.0417,63.8
0.0167,60
0.0167,30.5
0,0
0.0083,42
0.025,46.6667
0,0
0.0083,33
0,0
0.0167,38.5
0.0667,113.875
0.0083,559
0.0333,64.5
0,0
0.0083,46
0,0
0,0
0.025,66
0.0333,65.5
0.0167,67
0.0083,35
0.0583,116
0.0083,64
0.0083,27
0,0
0,0
0,0
0,0
0.0417,48.2
0.0667,42.375
0,0
0.0083,32
0.0333,31
0.05,55.1667
0.0417,54.2
0.0083,132
0.0083,46
0.0167,41.5
0.0083,56
0.0083,30
0,0
0.1,58.6667
0.0333,50.75
0.0083,48
0,0
0.0167,79.5
0.05,94.1667
0.0167,51.5
0.05,29.5
0.025,61.3333
0.0083,25
0.0333,71.25
0.0417,31.8
0.0333,27.75
0.0167,34.5
0.1083,64.1538
0,0
0.05,82.1667
0.0083,66
0.025,50.6667
0.025,48.6667
0,0
0,0
0.0167,74.5
0.05,80.8333
0.0083,53
0.0833,38.3
0.0083,40
0,0
0.0083,26
0.0333,57
0.0083,68
0.0083,42
0.05,59.1667
0.0333,39.25
0,0
0,0
0.1083,51.8462
0.0167,33.5
0,0
0.0333,67.5
0.0167,56.5
0.0083,59
0.0333,43.5
0.0167,40.5
0.0333,66.25
0.0083,59
0.0083,36
0.0167,23.5
0.0583,69.8571
0.025,39.3333
0.05,43.3333
0.05,38.5
0.05,62.8333
0,0
0.05,55
0.0083,58
0.0083,28
0,0
0.0167,69.5
0.0083,54
0,0
0.025,65
0.0167,41.5
0.05,54.1667
0.0917,76.6364
0.0417,30.6
0,0
0.0333,27.75
0,0
0.0667,45
0.0167,83.5
0.0083,38
0.025,73.6667
0.0083,51
0,0
0.0083,62
0.0167,76
0.0333,43
0.0083,41
0.0417,75.6
0,0
0.0667,87.5
0.1083,56.0769
0.025,96
0.0167,28.5
0.0667,74.5
0.0083,40
0.0167,45
0.1167,96.7857
0.0167,40.5
0,0
0.0417,26
0.0167,29.5
0,0
0.075,50.4444
0.0333,53
0.025,35
0,0
0.0333,78
0.05,60.5
0,0
0,0
0.0333,151.75
0.0417,73
0.05,63.6667
0,0
0,0
0,0
0.0333,41.25
0.0333,90.5
0,0
0.0083,61
0.0167,40
0.0417,34.6
0.025,37.3333
0,0
0.0417,72.8
0.0167,68
0.0417,31.6
0.0083,37
0,0
0.0083,37
0.0667,79.375
0.0083,47
0.0083,61
0.0417,24.8
0.0333,59.25
0.0083,96
0,0
0.025,22.6667
0.0083,63
0.0417,44.6
0.0083,37
0.0167,51
0,0
0.05,76.6667
0.025,38.3333
0,0
0,0
0.0167,125
0.0167,35.5
0.0167,34.5
0.0833,60.9
0.025,65.6667
0.0333,83.5
0,0
0.0417,81.4
0,0
0.0417,25.8
0.0083,63
0,0
0,0
0.0333,64.5
0.0333,105.5
0,0
0.0083,51
0,0
0.0083,34
0.0167,67
0.0083,41
0.0417,47.8
0,0
0.025,56
0.0833,73
0,0
0.0083,25
0,0
0.0333,58.25
0.05,36.3333
0,0
0.0167,61
0.0417,63.2
0.0083,20
0.0167,26.5
0.0083,28
0,0
0.0167,83.5
0.0083,53
0.025,50.6667
0,0
0.0417,61
0,0
0.0333,72.75
0.0333,51.75
0.0083,19
0,0
0.0417,38
0.0083,44
0,0
0,0
0,0
0.0417,29.6
0.025,37.3333
0.0083,68
0.1583,107.3684
0.0083,47
0,0
0.0083,40
0.025,36
0.0667,41.125
0.0417,64.6
0.05,69.3333
0.0667,69.5
0.0083,36
0.0083,83
0.0667,57.75
0.0167,52.5
0.075,41.7778
0.0667,32.625
0.0083,75
0.0417,60.4
0.0417,103
0.025,61.6667
0.0417,60.4
0,0
0.0833,53.3
0.0167,38.5
0,0
0,0
0.0167,40
0.0333,45.5
0.025,72.6667
0.075,49.4444
0.0083,59
0,0
0.05,64.5
0,0
0.0833,127.7
0.0167,34
0.0333,92.25
0.0417,40.2
0.0083,82
0.0083,57
0,0
0.0083,57
0.075,74.2222
0.0333,68.25
0.0167,26
0,0
0.0417,86.8
0,0
0.0333,62.5
0,0
0.0083,55
0.0417,69.4
0.025,20
0,0
0.0167,55.5
0.0667,84.75
0.025,54
0.0167,230
0.0167,47
0.05,43
0,0
0.0667,59.25
0,0
0.0667,74.625
0.0667,109.5
0.025,59
0.0333,57.5
0.05,37.6667
0.025,64.3333
0.0417,29.4
0,0
0.0667,36.125
0.0583,45.2857
0.025,52.6667
0.05,152.1667
0.0167,61.5
0,0
0.025,82.6667
0,0
0.0333,77.5
0.0417,105.2
0.0083,84
0.0667,65.75
0.0333,38.25
0.025,80
0.05,44.8333
0.0333,75.25
0.025,65.6667
0,0
0.0167,60
0.0167,43
0.0167,18.5
0,0
0,0
0.1,63
0.025,78.6667
0.0083,37
0,0
0,0
0.0167,61.5
0.0167,37
0.0083,28
0,0
0.0833,82.4
0,0
0.0083,33
0.0083,53
0.05,54.3333
0.0083,64
0.0167,60
0.025,54.6667
0.0167,56
0,0
0.0083,71
0.0667,62
0.0333,31
0.025,62.3333
0.0333,69.25
0.0333,53.75
0.0167,66.5
0.0083,48
0.025,78
0,0
0.0417,49
0.025,35
0,0
0.0167,39.5
0.025,67.6667
0.0583,31.7143
0.025,99
0.0083,39
0.0333,69.5
0.0417,64.4
0.0667,72.125
0.025,49
0.0833,39.9
0.0333,29.5
0,0
0.0333,49.25
0.0333,22.25
0.025,42.6667
0,0
0.05,46
0,0
0.0083,55
0.025,46.3333
0,0
0.0833,64.6
0.0083,71
0.0083,69
0.0083,55
0.025,78
0.0083,29
0,0
0.0083,45
0.0333,69.75
0.0333,65.5
0.0167,34.5
0,0
0.05,47.8333
0.0417,29.8
0.025,19.6667
0.0417,55.2
0,0
0,0
0.0083,66
0,0
0.025,24.6667
0,0
0.0083,62
0.0167,53
0.025,69.6667
0.0167,28.5
0.0083,40
0.0417,48.8
0,0
0.025,62.6667
0.05,33.6667
0,0
0,0
0.0167,35
0.0583,43.5714
0.0917,53.1818
0,0
0.0083,44
0.05,73.8333
0.0167,42
0.0083,27
0.0083,34
0.0167,57
0.0167,67
0.025,36.3333
0.05,61.5
0,0
0,0
0.0083,60
0.0583,129
0.0167,70
0.0167,62.5
0.0167,69.5
0.05,78.6667
0.0083,18
0,0
0.025,71.6667
0.0667,56.375
0.0167,65
0.0083,36
0.025,56
0.0667,44.375
0.025,72.3333
0,0
0.0083,70
0.025,61.3333
0.025,57.3333
0.0417,62.8
0.0167,33.5
0.075,67.5556
0.025,51
0.0083,67
0.025,155.3333
0.0167,22
0.0167,61.5
0,0
0,0
0.075,34.8889
0.0167,73.5
0.0667,68.875
0.025,42.6667
0,0
0.1083,60.0769
0.0083,95
0.0167,27.5
0,0
0,0
0.0333,45
0,0
0.0167,72
0.0167,68.5
0,0
0.025,69
0.025,73.6667
0.0083,92
0.0083,47
0.0083,52
0.025,20.3333
0,0
0.0167,43.5
0,0
0,0
0.05,63.3333
0,0
0.0333,193.25
0.025,43.3333
0.0083,46
0.0083,51
0.0167,338.5
0.0167,64.5
0.05,45.5
0.025,49.6667
0.0083,65
0.0083,20
0.0167,29
0.0083,55
0.025,64
0.0667,77
0.0083,59
0,0
0.0333,72
0,0
0.0583,43.1429
0,0
0.0083,87
0.0167,62
0.0083,64
0.0167,32.5
0.0417,38.8
0.0167,56.5
0,0
0.05,71.6667
0.05,64.6667
0,0
0.0083,83
0.0083,70
0.0417,50.4
0.025,57
0,0
0.0167,41.5
0.0333,44.5
0.0167,61.5
0.0333,56
0.0167,77
0.1417,39.2353
0,0
0.0167,29
0,0
0,0
0.025,55
0.0083,51
0.0083,76
0.025,77
0,0
0.0333,69.25
0,0
0.0417,41.6
0.0083,80
0.0083,33
0.0417,172.6
0.0083,20
0,0
0.0083,33
0.0333,40
0.025,25
0.0167,33
0.0167,17.5
0,0
0.0167,72.5
0.0167,53.5
0.0333,36.75
0.0167,27.5
0.0167,69
0.0083,56
0.0167,67.5
0.0083,83
0.0333,48.5
0.0083,41
0.0083,31
0.0083,54
0.05,25.8333
0,0
0.05,51.8333
0.0167,73
0.0167,65
0,0
0.0583,39
0.025,39.3333
0.1,54.4167
0,0
0.0083,62
0,0
0.0083,33
0.0583,40.4286
0.0833,84.2
0,0
0.0083,26
0.0667,56.75
0.0083,55
0.0333,23.25
0.0417,60
0.0167,76.5
0.025,58
0.0083,25
0,0
0.0417,89.8
0,0
0.0417,40.2
0.0583,40.8571
0,0
0.0083,27
0.0417,38.2
0.0333,128.75
0,0
0.0083,89
0.1,37.3333
0.0167,65
0.0083,54
0.0083,44
0.0083,18
0,0
0.0083,35
0.025,255.6667
0.0083,37
0.0167,56
0.0667,49.75
0.025,73
0,0
0.0083,20
0.0333,46.75
0.025,63.3333
0.0167,65.5
0.05,59
0,0
0.025,72.3333
0.0333,62.25
0.1,105.5
0.0083,36
0.0167,21
0.0333,49.5
0.0083,66
0.0083,43
0,0
0.0167,33
0,0
0.0083,50
0.075,69.5556
0.0083,55
0.05,67.3333
0.05,81.5
0.0583,82.8571
0,0
0.0167,40
0.0167,41.5
0.0583,51.1429
0.0333,58
0.0333,35.75
0.0083,102
0.0083,21
0,0
0.0167,72
0.0167,31
0,0
0.0667,40.875
0.0083,80
0,0
0,0
0.0083,24
0.05,139
0.025,81
0.0083,46
0,0
0.1,100.5833
0.0167,35
0,0
0.0167,38
0.025,71.3333
0.0333,48.75
0.0083,75
0.0583,76
0.025,85.3333
0,0
0,0
0,0
0,0
0.025,76
0.0083,173
0.0333,57.5
0,0
0,0
0.0083,74
0,0
0,0
0,0
0.0333,53.5
0,0
0.0583,64.2857
0.0167,23.5
0,0
0.0167,43.5
0,0
0,0
0.025,51.3333
0,0
0.0167,21
0.025,69.6667
0,0
0.0167,54.5
0.0083,25
0,0
0.0167,38
0.025,64.3333
0.0083,38
0.0083,43
0.0083,48
0.0667,70.375
0,0
0.0083,30
0,0
0.0167,51
0.0167,42.5
0.0167,22.5
0.0333,41
0.0083,32
0,0
0.025,54
0.0083,60
0.0167,66
0.0417,42.8
0.0167,27
0,0
0.025,39.6667
0,0
0.0083,64
0.1,89.0833
0.0083,81
0,0
0,0
0.0083,19
0.025,61.6667
0.0333,40.25
0,0
0.05,47
0,0
0.0083,60
0.0333,121.75
0,0
0,0
0.05,66.3333
0.0417,36.2
0.0333,56.25
0.0083,47
0.05,54.5
0.025,34.3333
0,0
0.0583,52.2857
0.0167,36
0.0333,35.5
0,0
0.025,20.6667
0,0
0,0
0,0
0,0
0.0083,74
0.0083,63
0.0083,33
0.125,89.4
0,0
0.05,67.5
0.0167,66
0.0083,88
0.0333,58.75
0,0
0,0
0,0
0.0417,53.6
0,0
0,0
0.0167,68.5
0.0083,20
0.0083,49
0,0
0.0167,62
0.0167,58.5
0,0
0.0083,57
0.025,64.6667
0.0333,40.25
0.0083,275
0.1083,39.5385
0.05,82.8333
0.0083,432
0,0
0.075,85
0.0083,29
0,0
0.025,47
0.0167,65
0.0417,32.4
0.0083,44
0,0
0.0083,75
0.0083,72
0.0167,36.5
0.1,98.5833
0.0167,60
0.0167,56
0.0083,32
0.0083,21
0.0417,56.6
0.0083,27
0,0
0.0083,53
0.0667,48.25
0.0833,71.8
0,0
0,0
0.0667,74.25
0.0167,18.5
0,0
0,0
0.0083,29
0.0583,86.4286
0.0083,76
0.0083,55
0,0
0.0083,41
0.025,39.6667
0.0167,38.5
0.0333,63
0,0
0.0333,54.5
0.0583,41.1429
0,0
0.0083,28
0,0
0,0
0.0083,60
0.0417,37
0.0167,32.5
0,0
0.0167,54
0.0167,74.5
0.0333,54.75
0,0
0,0
0.0083,21
0.0417,59.2
0.0083,38
0.0167,77
0.025,71.6667
0.0083,35
0.075,40
0,0
0,0
0.0583,47.2857
0.025,25
0.0083,39
0.0083,335
0.0167,50.5
0.0167,44.5
0,0
0.025,57
0.0083,46
0.0333,67.5
0.0167,46
0.0167,81
0.0083,52
0.0083,29
0,0
0.0167,60
0.05,28.6667
0.0583,95.4286
0.025,45
0.0083,34
0.0167,67
0.0167,72
0.0167,74
0,0
0,0
0.0083,38
0.025,31.6667
0.0583,71.2857
0.0167,28
0.0167,61.5
0.0083,44
0.0583,93.1429
0,0
0.0333,35
0.0083,29
0.0667,65.5
0.0167,30.5
0.025,46.3333
0.1167,93.9286
0,0
0.0083,29
0.0167,25.5
0,0
0.0333,65
0.0083,28
0,0
0,0
0,0
0.0083,30
0.0083,81
0.025,75
0.0167,60.5
0.0333,86.25
0.0083,55
0.0417,56.6
0,0
0.0333,55.25
0,0
0,0
0,0
0.0167,28.5
0.0167,61.5
0.025,73.3333
0.0083,51
0.025,207.3333
0.0833,40.6
0.0667,73.125
0.0083,82
0.0083,62
0.0333,35.75
0.0083,24
0.0167,71.5
0.0083,63
0.0083,52
0.0333,61.75
0.0667,65.875
0,0
0.0167,63
0.1083,73.0769
0,0
0.0167,34.5
0.025,37.6667
0.0083,26
0.05,77.3333
0.0083,29
0.0083,26
0.0167,37
0.0333,38.75
0,0
0,0
0.025,43.3333
0,0
0.05,41
0.0833,63.6
0.0583,55.8571
0.0083,20
0.025,35
0.0417,52
0.05,81.3333
0.05,75.5
0,0
0,0
0.05,36.5
0.0083,26
0.0333,59.25
0,0
0.0083,36
0.0083,89
0.0417,39.6
0.0333,33.75
0,0
0,0
0,0
0.0083,65
0.0167,66
0.025,58.6667
0.0333,25.25
0.0917,76.9091
0.0083,55
0,0
0.0083,23
0.0417,44
0.0583,32.8571
0.0417,37.2
0.0083,116
0.0333,73.5
0.0083,65
0.0167,41
0,0
0.1,59.8333
0.025,54.3333
0.0167,79
0.025,54
0.0167,69
0,0
0.05,30
0.0417,54.8
0,0
0.0333,48.25
0.0083,34
0.0583,57
0.0333,30
0,0
0.0083,19
0.0083,64
0,0
0.0083,39
0,0
0.0083,39
0.0167,55.5
0.0333,43
0,0
0,0
0.0167,44.5
0.05,55
0.025,34
0.0333,40.25
0.0167,82
0.05,75.8333
0,0
0.0167,86.5
0.0333,74
0.0167,94
0.025,68
0.0583,62.2857
0.0083,28
0.0083,54
0.025,66.6667
0.0083,65
0.0333,111.75
0.05,63.1667
0,0
0,0
0.0583,44.4286
0,0
0,0
0,0
0,0
0.0333,43
0,0
0,0
0.0167,44.5
0,0
0.0083,48
0.0167,53
0.0833,82.6
0,0
0.0083,36
0.0083,55
0.0333,45.75
0,0
0,0
0.025,57.6667
0,0
0.0083,70
-1,0
0.0167,29
0.0333,65.75
0.025,80.3333
0.0083,29
0.0167,23.5
0.025,57
0.025,81.3333
0.0167,62.5
0.075,72.5556
